"","OfferContactDate","CustomerID","ApplianceID","Brand","V1","V2","V3","V4","V5","V6","V7","V8"
"3321","09/03/2017",14112,14459,"A","B","F","DW",2,2,7,"A",5
"3322","09/03/2017",11094,11274,"A","B","F","AW",2,0,1,"A",1
"3323","09/03/2017",4617,3860,"A","A","E","TD",3,2,8,"A",8
"3324","09/03/2017",12039,12258,"A","B","F","AW",2,0,2,"A",2
"3325","09/03/2017",13507,13813,"A","B","F","WD",5,0,1,"A",1
"3326","09/03/2017",1230,7197,"A","B","F","FF",2,0,1,"A",1
"3327","06/03/2017",6839,6617,"A","A","F","DW",2,1,4,"A",5
"3328","09/03/2017",285,725,"A","A","E","TD",2,1,11,"A",5
"3329","06/03/2017",933,5049,"A","B","E","FF",3,1,22,"A",7
"3330","09/03/2017",3683,2710,"A","B","F","AW",2,0,4,"A",1
"3331","09/03/2017",777,4107,"A","B","E","TD",2,1,2,"A",2
"3332","09/03/2017",8252,8240,"A","B","F","CK",4,2,7,"A",3
"3333","09/03/2017",14898,95,"A","B","F","OV",3,0,0,"A",1
"3334","09/03/2017",3576,2577,"A","A","E","FF",3,1,5,"A",3
"3335","09/03/2017",3956,3053,"A","B","E","AW",2,1,7,"A",3
"3336","09/03/2017",4302,3484,"A","C","E","FF",4,0,1,"A",1
"3337","09/03/2017",10782,10952,"A","A","D","AW",4,2,5,"A",2
"3338","09/03/2017",6865,6648,"A","A","E","TD",2,1,3,"A",2
"3339","09/03/2017",9044,9119,"A","B","D","AW",3,1,1,"A",1
"3340","09/03/2017",2529,1290,"A","C","F","FF",2,0,8,"A",8
"3341","09/03/2017",3119,2020,"A","B","D","FF",4,1,1,"A",1
"3342","09/03/2017",3473,2458,"A","A","E","CK",4,2,4,"A",2
"3343","09/03/2017",11872,12080,"A","B","E","AW",3,1,1,"A",9
"3344","09/03/2017",5015,4350,"A","B","F","DW",2,0,3,"A",2
"3345","09/03/2017",13619,13932,"A","B","F","FF",5,2,1,"A",1
"3346","09/03/2017",1522,15177,"A","B","F","FZ",1,0,1,"A",1
"3347","09/03/2017",3407,2369,"A","B","F","AW",2,0,1,"A",1
"3348","09/03/2017",12331,12564,"A","B","G","FF",3,0,1,"A",1
"3349","09/03/2017",2472,1226,"A","A","F","AW",3,1,0,"A",2
"3350","09/03/2017",13550,13858,"A","B","E","AW",2,0,1,"A",1
"3351","09/03/2017",6351,6026,"A","B","F","AW",2,2,10,"A",5
"3352","09/03/2017",11093,11273,"A","B","D","FF",3,0,1,"A",1
"3353","09/03/2017",448,1858,"A","B","E","CK",4,0,4,"A",4
"3354","09/03/2017",345,1111,"A","B","F","FF",3,1,1,"A",1
"3355","09/03/2017",11571,11769,"A","B","F","AW",4,0,1,"A",1
"3356","09/03/2017",13662,13979,"A","B","F","CK",3,0,4,"A",3
"3357","09/03/2017",11596,11794,"A","B","D","TD",3,0,1,"A",1
"3358","09/03/2017",11548,11746,"A","B","F","WD",4,0,1,"A",1
"3359","09/03/2017",11238,11422,"A","C","E","FF",2,0,2,"A",2
"3360","09/03/2017",6275,5926,"A","B","E","FZ",1,0,1,"A",1
"3361","09/03/2017",5196,4573,"A","B","F","AW",3,1,1,"A",1
"3362","09/03/2017",9046,9121,"A","B","F","FF",3,0,1,"A",1
"3363","09/03/2017",11516,11712,"A","B","F","AW",3,1,1,"A",1
"3364","14/03/2017",14625,15152,"A","B","F","AW",2,1,1,"A",1
"3365","09/03/2017",7969,7921,"A","B","F","FF",2,3,9,"A",5
"3366","09/03/2017",7286,7139,"A","B","F","FZ",3,1,8,"A",4
"3367","09/03/2017",12822,13074,"A","B","F","AW",2,0,1,"A",1
"3368","09/03/2017",4019,3133,"A","B","F","FZ",1,0,2,"A",2
"3369","09/03/2017",6442,6143,"A","C","F","TD",2,0,2,"A",1
"3370","09/03/2017",7187,7028,"A","B","F","FR",1,3,18,"A",4
"3371","09/03/2017",6986,6792,"A","B","F","AW",4,1,19,"A",8
"3372","09/03/2017",406,1553,"A","B","E","FF",3,0,1,"A",3
"3373","09/03/2017",186,15370,"A","B","E","FF",3,0,1,"A",2
"3374","09/03/2017",751,3966,"A","B","F","AW",2,0,2,"A",2
"3375","09/03/2017",3218,2151,"A","B","F","DW",2,0,1,"A",1
"3376","09/03/2017",1345,8731,"A","B","F","TD",3,0,3,"A",2
"3377","09/03/2017",13063,13328,"A","B","E","DW",2,0,1,"A",1
"3378","09/03/2017",14640,15174,"A","B","G","AW",2,0,3,"A",9
"3379","09/03/2017",6049,5653,"A","B","E","OV",2,2,3,"A",5
"3380","09/03/2017",14492,14903,"A","B","D","AW",2,0,0,"A",1
"3381","09/03/2017",1207,6942,"A","C","F","FF",3,2,1,"A",4
"3382","09/03/2017",5592,5084,"A","A","D","AW",2,0,1,"A",2
"3383","09/03/2017",1787,370,"A","B","E","FF",2,0,1,"A",1
"3384","09/03/2017",14768,15381,"A","B","F","AW",2,0,0,"A",1
"3385","09/03/2017",13284,13568,"A","B","E","FF",2,0,1,"A",1
"3386","09/03/2017",11475,11669,"A","B","E","CK",3,0,1,"A",1
"3387","09/03/2017",12900,13156,"A","B","D","TD",4,0,2,"A",2
"3388","09/03/2017",4984,4309,"A","A","F","CK",3,0,1,"A",2
"3389","14/03/2017",4724,3993,"A","A","E","AW",5,0,2,"A",6
"3390","14/03/2017",14607,15133,"A","B","E","AW",3,1,1,"A",1
"3391","09/03/2017",13179,13454,"A","B","F","FF",3,1,3,"A",4
"3392","09/03/2017",10835,11007,"A","B","G","AW",2,0,4,"A",3
"3393","09/03/2017",194,69,"A","B","F","TD",2,1,8,"A",4
"3394","09/03/2017",384,1447,"A","B","F","AW",2,3,9,"A",2
"3395","09/03/2017",12602,12848,"A","B","F","FF",3,0,1,"A",1
"3396","09/03/2017",6386,6071,"A","B","F","FF",2,1,6,"A",3
"3397","09/03/2017",11597,11795,"A","B","F","CK",2,1,5,"A",4
"3398","09/03/2017",6223,5864,"A","B","E","WD",4,0,3,"A",3
"3399","09/03/2017",12997,13259,"A","B","F","FF",2,1,2,"A",2
"3400","09/03/2017",10822,10993,"A","B","E","FF",4,0,1,"A",6
"3401","09/03/2017",12074,12293,"A","B","E","AW",2,0,10,"A",4
"3402","09/03/2017",12802,13052,"A","B","D","DW",2,0,2,"A",5
"3403","09/03/2017",12731,12980,"A","B","E","AW",2,0,1,"A",1
"3404","09/03/2017",7722,7635,"A","B","F","AW",3,0,1,"A",3
"3405","09/03/2017",14498,14912,"A","B","F","TD",3,0,0,"A",1
"3406","09/03/2017",8817,8870,"A","B","F","FF",2,0,1,"A",2
"3407","14/03/2017",14209,14560,"A","B","E","FR",5,0,1,"A",1
"3408","09/03/2017",2937,1799,"A","B","F","DW",2,1,3,"A",1
"3409","09/03/2017",1471,15001,"A","C","F","FF",2,1,3,"A",3
"3410","09/03/2017",14142,14489,"A","B","F","AW",2,1,1,"A",1
"3411","09/03/2017",3350,2307,"A","B","F","FF",3,1,7,"A",2
"3412","09/03/2017",6388,6074,"A","C","E","CK",5,0,7,"A",3
"3413","09/03/2017",6009,5601,"A","A","E","FF",5,1,1,"A",1
"3414","09/03/2017",12179,12402,"A","B","E","AW",2,0,1,"A",2
"3415","09/03/2017",5006,4337,"A","B","F","AW",2,2,8,"A",13
"3416","09/03/2017",4151,3291,"A","A","F","TD",3,2,2,"A",3
"3417","09/03/2017",716,3727,"A","B","F","FZ",1,0,3,"A",2
"3418","09/03/2017",7726,7639,"A","A","E","FR",1,0,3,"A",10
"3419","09/03/2017",729,3816,"A","B","F","DW",3,2,4,"A",3
"3420","09/03/2017",2133,806,"A","B","E","FR",1,0,4,"A",3
"3421","09/03/2017",12560,12804,"A","B","F","FZ",2,0,2,"A",2
"3422","09/03/2017",12136,12358,"A","B","E","AW",4,0,4,"A",5
"3423","09/03/2017",2542,1309,"A","B","F","HB",3,0,5,"A",1
"3424","09/03/2017",4469,3685,"A","B","F","AW",2,0,1,"A",1
"3425","09/03/2017",10841,11013,"A","A","E","FF",3,3,5,"A",3
"3426","09/03/2017",12527,12766,"A","B","E","OV",4,0,1,"A",1
"3427","09/03/2017",14710,15293,"A","C","F","CK",7,4,8,"A",7
"3428","09/03/2017",7104,6933,"A","B","E","AW",2,2,2,"A",2
"3429","09/03/2017",2305,1023,"A","B","G","AW",2,0,4,"A",1
"3430","09/03/2017",13020,13283,"A","B","D","FF",2,0,1,"A",1
"3431","09/03/2017",2543,1310,"A","B","F","FZ",2,5,26,"A",4
"3432","09/03/2017",12585,12829,"A","B","F","OV",4,0,1,"A",1
"3433","09/03/2017",256,527,"A","B","F","FZ",2,2,8,"A",3
"3434","09/03/2017",14675,15234,"A","B","F","AW",2,3,5,"A",6
"3435","09/03/2017",12233,12458,"A","B","F","AW",3,0,2,"A",3
"3436","09/03/2017",1163,6571,"A","B","F","FF",3,2,6,"A",3
"3437","09/03/2017",12642,12888,"A","B","E","DW",3,0,2,"A",2
"3438","09/03/2017",1541,15241,"A","B","F","AW",2,0,4,"A",1
"3439","09/03/2017",3855,2929,"A","B","F","DW",3,0,3,"A",4
"3440","09/03/2017",3653,2675,"A","B","F","FR",1,0,4,"A",2
"3441","09/03/2017",945,5087,"A","B","F","FR",2,0,3,"A",2
"3442","09/03/2017",12226,12451,"A","B","E","FZ",2,0,1,"A",1
"3443","09/03/2017",12557,12800,"A","B","F","FF",3,0,1,"A",1
"3444","06/03/2017",338,1054,"A","A","F","FZ",3,1,3,"A",6
"3445","09/03/2017",12034,12253,"A","B","F","FF",2,0,2,"A",2
"3446","09/03/2017",5209,4588,"A","B","F","CK",4,0,3,"A",2
"3447","09/03/2017",6628,6368,"A","B","F","WD",2,3,23,"A",3
"3448","09/03/2017",14781,15398,"A","B","G","WD",3,0,0,"A",1
"3449","09/03/2017",3762,2805,"A","B","F","FF",2,0,1,"A",1
"3450","09/03/2017",7579,7477,"A","A","E","FZ",3,0,1,"A",1
"3451","14/03/2017",14247,14598,"A","B","E","CK",5,0,1,"A",1
"3452","09/03/2017",11503,11698,"A","B","F","OV",3,0,1,"A",1
"3453","09/03/2017",11886,12097,"A","B","G","FF",2,0,1,"A",1
"3454","09/03/2017",12104,12326,"A","B","E","FF",2,0,1,"A",1
"3455","09/03/2017",8855,8913,"A","B","F","DW",2,4,10,"A",5
"3456","09/03/2017",11118,11299,"A","B","F","AW",2,0,1,"A",1
"3457","09/03/2017",5337,4757,"A","C","G","AW",2,2,2,"A",3
"3458","09/03/2017",8439,8449,"A","B","F","FR",2,0,12,"A",4
"3459","09/03/2017",11535,11733,"A","B","F","FZ",2,0,2,"A",2
"3460","09/03/2017",12931,13191,"A","B","E","AW",2,0,1,"A",1
"3461","09/03/2017",11662,11861,"A","B","E","FF",2,0,1,"A",1
"3462","09/03/2017",311,912,"A","B","F","FZ",4,0,2,"A",2
"3463","09/03/2017",3486,2473,"A","B","F","FR",2,1,7,"A",2
"3464","09/03/2017",1352,8808,"A","B","F","TD",3,2,12,"A",5
"3465","09/03/2017",1188,6796,"A","B","F","TD",2,4,15,"A",4
"3466","09/03/2017",5683,5194,"A","B","F","FR",2,2,15,"A",3
"3467","09/03/2017",11142,11323,"A","B","F","AW",2,0,1,"A",1
"3468","09/03/2017",4890,4194,"A","B","E","TD",4,1,10,"A",3
"3469","09/03/2017",8850,8908,"A","B","F","AW",3,2,3,"A",3
"3470","14/03/2017",14244,14595,"A","B","E","AW",3,1,0,"A",1
"3471","09/03/2017",3352,2309,"A","B","E","FZ",4,0,8,"A",3
"3472","09/03/2017",6205,5840,"A","B","F","FF",4,1,1,"A",2
"3473","09/03/2017",14928,160,"A","B","E","AW",2,0,0,"A",2
"3474","09/03/2017",2125,798,"A","B","D","FF",3,0,1,"A",1
"3475","09/03/2017",13739,14062,"A","B","D","FF",4,1,1,"A",2
"3476","09/03/2017",3297,2242,"A","A","F","CK",2,0,9,"A",1
"3477","09/03/2017",12930,13190,"A","B","F","FF",2,0,3,"A",3
"3478","09/03/2017",312,916,"A","B","E","FF",3,1,4,"A",2
"3479","09/03/2017",14524,14944,"A","B","E","AW",3,0,4,"A",6
"3480","09/03/2017",12464,12702,"A","B","E","DW",3,7,7,"A",4
"3481","09/03/2017",11861,12068,"A","A","E","AW",5,2,4,"A",7
"3482","09/03/2017",517,2339,"A","B","E","FF",2,3,16,"A",3
"3483","09/03/2017",11163,11344,"A","B","F","AW",3,0,1,"A",1
"3484","09/03/2017",11166,11347,"A","B","D","TD",2,1,1,"A",2
"3485","09/03/2017",6225,5866,"A","A","E","FF",3,0,1,"A",2
"3486","09/03/2017",11491,11685,"A","B","F","FF",2,0,1,"A",2
"3487","09/03/2017",9629,9743,"A","C","D","TD",4,0,6,"A",5
"3488","09/03/2017",11659,11858,"A","B","F","FF",2,0,2,"A",1
"3489","09/03/2017",8208,8194,"A","B","F","WD",5,1,6,"A",4
"3490","09/03/2017",12783,13033,"A","B","G","AW",3,0,1,"A",1
"3491","09/03/2017",5392,4830,"A","B","F","TD",3,1,1,"A",1
"3492","09/03/2017",2145,821,"A","B","F","AW",2,1,4,"A",1
"3493","09/03/2017",1988,625,"A","C","F","FR",1,2,7,"A",2
"3494","09/03/2017",11182,11363,"A","B","F","FZ",3,0,1,"A",2
"3495","09/03/2017",11533,11731,"A","C","E","AW",3,0,1,"A",1
"3496","09/03/2017",12713,12962,"A","B","F","DW",2,0,1,"A",1
"3497","09/03/2017",3942,3037,"A","A","E","HB",2,0,8,"A",5
"3498","09/03/2017",2434,1182,"A","B","E","TD",2,0,2,"A",4
"3499","09/03/2017",4175,3322,"A","B","E","WD",4,0,2,"A",2
"3500","09/03/2017",6377,6062,"A","B","F","AW",3,0,1,"A",1
"3501","09/03/2017",6711,6466,"A","A","F","FF",2,1,11,"A",4
"3502","09/03/2017",13071,13337,"A","B","D","TD",2,0,2,"A",3
"3503","09/03/2017",13515,13821,"A","B","D","FF",3,0,1,"A",1
"3504","09/03/2017",5978,5564,"A","B","E","DW",3,0,1,"A",1
"3505","09/03/2017",265,600,"A","B","F","AW",2,0,1,"A",1
"3506","09/03/2017",14822,15453,"A","B","E","FF",4,0,0,"A",1
"3507","09/03/2017",3651,2672,"A","B","E","AW",2,1,5,"A",3
"3508","09/03/2017",5153,4513,"A","B","E","AW",2,0,1,"A",1
"3509","09/03/2017",8452,8465,"A","A","E","TD",3,3,11,"A",5
"3510","06/03/2017",8647,8678,"A","B","E","AW",2,0,0,"A",1
"3511","09/03/2017",12529,12769,"A","B","F","OV",3,0,2,"A",2
"3512","09/03/2017",3240,2176,"A","A","F","OV",3,1,11,"A",4
"3513","06/03/2017",1097,6104,"A","B","F","CK",5,2,19,"A",5
"3514","09/03/2017",13076,13342,"A","B","F","FF",2,0,1,"A",1
"3515","09/03/2017",2729,1546,"A","B","F","CK",3,1,2,"A",8
"3516","09/03/2017",2895,1751,"A","B","F","CK",3,1,1,"A",1
"3517","09/03/2017",84,4677,"A","C","F","FZ",3,0,1,"A",1
"3518","14/03/2017",14140,14487,"A","C","F","AW",5,0,3,"A",3
"3519","09/03/2017",11184,11365,"A","A","F","FR",2,0,4,"A",4
"3520","09/03/2017",14202,14553,"A","B","D","OV",3,0,1,"A",1
"3521","09/03/2017",5518,4979,"A","B","F","AW",2,1,1,"A",1
"3522","09/03/2017",3598,2604,"A","B","F","AW",2,1,3,"A",2
"3523","06/03/2017",9440,9542,"A","B","F","FF",10,5,6,"A",4
"3524","09/03/2017",9161,9246,"A","B","D","FF",2,0,1,"A",1
"3525","09/03/2017",3068,1957,"A","B","F","OV",2,1,37,"A",16
"3526","09/03/2017",13153,13426,"A","B","F","CK",3,0,2,"A",2
"3527","09/03/2017",6528,6244,"A","A","E","FF",2,1,2,"A",2
"3528","09/03/2017",12364,12600,"A","B","E","AW",3,0,1,"A",1
"3529","14/03/2017",13814,14143,"A","B","F","AW",3,1,1,"A",1
"3530","09/03/2017",8404,8411,"A","B","F","DW",2,0,1,"A",2
"3531","09/03/2017",4437,3651,"A","B","F","FF",2,0,2,"A",2
"3532","09/03/2017",12086,12306,"A","B","E","FF",3,1,1,"A",2
"3533","09/03/2017",14830,15474,"A","B","E","FF",2,0,0,"A",1
"3534","09/03/2017",8080,8049,"A","B","E","FF",4,2,9,"A",4
"3535","09/03/2017",8620,8649,"A","B","G","FF",7,1,2,"A",2
"3536","09/03/2017",456,1914,"A","B","F","DW",2,1,3,"A",2
"3537","09/03/2017",13001,13263,"A","B","E","AW",4,0,1,"A",1
"3538","09/03/2017",11579,11777,"A","B","G","FF",3,1,1,"A",2
"3539","09/03/2017",13722,14045,"A","B","E","AW",2,0,1,"A",1
"3540","09/03/2017",8231,8218,"A","B","F","FF",3,2,11,"A",3
"3541","09/03/2017",73,3963,"A","B","E","TD",3,1,1,"A",2
"3542","09/03/2017",1569,15322,"A","C","F","OV",3,2,2,"A",1
"3543","09/03/2017",4244,3407,"A","B","E","FZ",3,1,3,"A",3
"3544","14/03/2017",8204,8190,"A","C","E","AW",3,1,3,"A",3
"3545","09/03/2017",3113,2014,"A","B","E","FF",6,2,3,"A",2
"3546","09/03/2017",11139,11320,"A","B","F","AW",2,0,1,"A",1
"3547","09/03/2017",10894,11067,"A","B","F","WD",4,0,1,"A",1
"3548","09/03/2017",1887,505,"A","A","E","FZ",3,0,9,"A",7
"3549","09/03/2017",6874,6660,"A","B","G","AW",2,0,4,"A",2
"3550","09/03/2017",1055,5862,"A","B","F","TD",2,0,11,"A",4
"3551","09/03/2017",2918,1776,"A","A","E","FZ",1,0,1,"A",1
"3552","09/03/2017",13053,13318,"A","B","E","AW",2,0,1,"A",1
"3553","09/03/2017",14948,185,"A","B","E","AW",2,0,0,"A",1
"3554","09/03/2017",2327,1050,"A","B","F","AW",2,2,5,"A",1
"3555","09/03/2017",6354,6029,"A","A","D","TD",3,0,2,"A",5
"3556","09/03/2017",9113,9195,"A","B","F","AW",2,0,5,"A",2
"3557","09/03/2017",1609,15473,"A","B","E","FF",2,0,2,"A",1
"3558","09/03/2017",11219,11402,"A","B","E","AW",3,0,1,"A",1
"3559","09/03/2017",2624,1410,"A","B","F","AW",3,0,1,"A",1
"3560","09/03/2017",10804,10975,"A","B","E","AW",3,0,4,"A",3
"3561","06/03/2017",13028,13291,"A","B","F","FF",10,0,4,"A",3
"3562","09/03/2017",14122,14469,"A","B","E","FF",5,1,1,"A",1
"3563","09/03/2017",14328,14683,"A","B","F","AW",2,0,2,"A",2
"3564","09/03/2017",978,5283,"A","B","E","OV",3,3,20,"A",5
"3565","09/03/2017",3222,2155,"A","B","E","FF",3,0,1,"A",1
"3566","09/03/2017",12673,12920,"A","B","E","CK",3,1,1,"A",1
"3567","09/03/2017",5395,4837,"A","B","F","FZ",3,0,2,"A",2
"3568","09/03/2017",6133,5751,"A","B","F","FZ",3,1,1,"A",1
"3569","09/03/2017",647,3215,"A","B","F","TD",3,0,5,"A",5
"3570","09/03/2017",3716,2748,"A","B","E","FR",2,0,3,"A",2
"3571","09/03/2017",7734,7647,"A","B","D","FF",4,0,5,"A",5
"3572","14/03/2017",14073,14417,"A","B","E","WD",5,1,0,"A",1
"3573","09/03/2017",2662,1459,"A","B","F","WD",3,1,5,"A",3
"3574","09/03/2017",13558,13867,"A","B","F","OV",2,0,1,"A",1
"3575","09/03/2017",13022,13285,"A","B","D","FR",3,1,1,"A",1
"3576","09/03/2017",12393,12629,"A","B","D","FF",3,0,1,"A",1
"3577","09/03/2017",6148,5768,"A","A","E","TD",2,0,8,"A",2
"3578","09/03/2017",267,604,"A","B","F","OV",1,0,3,"A",2
"3579","09/03/2017",3822,2885,"A","A","F","TD",2,0,1,"A",2
"3580","09/03/2017",4082,3207,"A","B","D","CK",2,0,11,"A",2
"3581","09/03/2017",12551,12794,"A","B","F","CK",3,0,1,"A",1
"3582","09/03/2017",7687,7595,"A","A","F","FF",2,1,17,"A",6
"3583","09/03/2017",604,2937,"A","B","G","AW",2,0,4,"A",1
"3584","09/03/2017",479,2066,"A","A","E","OV",2,0,2,"A",1
"3585","09/03/2017",65,3401,"A","A","E","FZ",3,0,9,"A",3
"3586","09/03/2017",2152,830,"A","B","F","TD",2,2,2,"A",2
"3587","06/03/2017",14901,111,"A","B","D","HB",2,0,0,"A",2
"3588","09/03/2017",14780,15397,"A","B","E","AW",3,0,1,"A",2
"3589","09/03/2017",3876,2954,"A","B","F","AW",3,0,1,"A",1
"3590","09/03/2017",11328,11513,"A","B","E","FF",3,0,2,"A",2
"3591","09/03/2017",12158,12381,"A","B","F","FZ",1,0,2,"A",2
"3592","09/03/2017",12209,12433,"A","B","F","FF",2,0,1,"A",1
"3593","09/03/2017",782,4173,"A","B","E","FZ",4,5,23,"A",5
"3594","09/03/2017",5036,4376,"A","B","F","FZ",2,0,11,"A",5
"3595","09/03/2017",11806,12010,"A","A","E","CK",2,0,2,"A",4
"3596","09/03/2017",1361,8944,"A","B","F","CK",3,0,8,"A",3
"3597","09/03/2017",13352,13641,"A","B","F","FZ",2,0,1,"A",1
"3598","09/03/2017",5694,5208,"A","B","F","CK",2,0,2,"A",2
"3599","06/03/2017",14851,7,"A","B","E","AW",2,0,0,"A",1
"3600","09/03/2017",4631,3881,"A","B","F","TD",3,0,1,"A",2
"3601","09/03/2017",8828,8881,"A","B","E","FZ",3,0,5,"A",2
"3602","09/03/2017",6591,6321,"A","B","F","FF",3,0,4,"A",3
"3603","09/03/2017",8237,8225,"A","B","F","AW",3,0,4,"A",4
"3604","09/03/2017",3010,1889,"A","B","F","AW",2,1,3,"A",2
"3605","09/03/2017",4793,4080,"A","C","E","AW",3,0,9,"A",2
"3606","09/03/2017",8660,8692,"A","B","E","AW",2,0,11,"A",4
"3607","09/03/2017",13564,13873,"A","B","D","OV",3,0,6,"A",6
"3608","09/03/2017",773,4087,"A","B","F","CK",5,0,1,"A",2
"3609","09/03/2017",4204,3356,"A","B","F","CK",3,1,7,"A",1
"3610","09/03/2017",1336,8514,"A","B","E","FZ",4,3,12,"A",9
"3611","09/03/2017",12193,12416,"A","B","D","OV",1,0,1,"A",1
"3612","09/03/2017",14501,14915,"A","B","D","CK",5,0,0,"A",2
"3613","09/03/2017",1227,7137,"A","B","E","FF",4,1,7,"A",3
"3614","09/03/2017",9133,9216,"A","A","D","AW",2,2,3,"A",2
"3615","09/03/2017",11600,11798,"A","B","F","OV",3,0,1,"A",1
"3616","09/03/2017",12659,12906,"A","B","E","FF",4,1,1,"A",1
"3617","09/03/2017",3209,2140,"A","B","E","CK",3,0,1,"A",1
"3618","14/03/2017",2351,1081,"A","A","F","AW",3,0,3,"A",1
"3619","09/03/2017",7124,6954,"A","B","F","AW",3,3,13,"A",9
"3620","14/03/2017",2950,1817,"A","B","D","OV",1,0,2,"A",4
"3621","09/03/2017",5138,4494,"A","C","F","FZ",3,1,6,"A",3
"3622","09/03/2017",11725,11927,"A","B","F","AW",2,0,1,"A",1
"3623","14/03/2017",14909,119,"A","B","E","AW",3,0,0,"A",1
"3624","09/03/2017",1821,412,"A","B","F","CK",4,0,1,"A",1
"3625","09/03/2017",5061,4401,"A","B","F","CK",3,2,8,"A",4
"3626","09/03/2017",11317,11502,"A","B","F","AW",2,0,1,"A",1
"3627","09/03/2017",10941,11117,"A","B","D","TD",2,1,0,"A",1
"3628","09/03/2017",11892,12103,"A","B","F","FF",2,0,1,"A",1
"3629","09/03/2017",12697,12945,"A","B","F","HB",3,0,1,"A",2
"3630","09/03/2017",12936,13197,"A","B","F","AW",3,0,1,"A",1
"3631","09/03/2017",12639,12885,"A","B","G","DW",3,0,1,"A",1
"3632","09/03/2017",12260,12486,"A","B","D","FF",3,3,3,"A",3
"3633","09/03/2017",5966,5552,"A","B","E","FZ",4,1,1,"A",3
"3634","09/03/2017",4451,3666,"A","B","E","AW",4,0,13,"A",3
"3635","09/03/2017",6267,5918,"A","B","F","AW",4,0,2,"A",2
"3636","09/03/2017",11814,12019,"A","B","E","FF",3,0,1,"A",1
"3637","09/03/2017",14464,14861,"A","B","E","HB",2,0,0,"A",2
"3638","09/03/2017",4819,4113,"A","B","F","AW",2,0,4,"A",2
"3639","14/03/2017",14072,14416,"A","B","F","TD",3,1,0,"A",1
"3640","09/03/2017",684,3469,"A","B","F","FF",2,0,1,"A",1
"3641","09/03/2017",6429,6126,"A","B","D","WD",4,0,1,"A",1
"3642","09/03/2017",13688,14007,"A","B","F","FZ",3,0,1,"A",1
"3643","09/03/2017",11106,11286,"A","B","G","FF",2,0,2,"A",2
"3644","09/03/2017",2970,1840,"A","B","E","AW",2,0,2,"A",2
"3645","09/03/2017",12832,13084,"A","B","F","FF",2,0,5,"A",4
"3646","09/03/2017",8333,8332,"A","B","F","FF",3,0,5,"A",3
"3647","09/03/2017",11110,11290,"A","B","E","AW",2,0,1,"A",1
"3648","09/03/2017",5376,4811,"A","A","F","AW",3,0,2,"A",1
"3649","09/03/2017",12002,12218,"A","B","F","OV",2,1,2,"A",2
"3650","09/03/2017",814,4402,"A","B","F","AW",2,0,3,"A",1
"3651","09/03/2017",14947,183,"A","A","E","WD",4,0,1,"A",4
"3652","09/03/2017",11167,11348,"A","B","E","FF",2,0,1,"A",1
"3653","09/03/2017",13838,14167,"A","B","D","AW",4,0,1,"A",1
"3654","09/03/2017",6445,6146,"A","B","E","FF",3,0,1,"A",1
"3655","09/03/2017",11834,12039,"A","B","D","TD",2,0,2,"A",2
"3656","09/03/2017",3245,2181,"A","B","E","FF",2,1,5,"A",5
"3657","09/03/2017",5156,4517,"A","C","E","FZ",3,0,2,"A",2
"3658","09/03/2017",10991,11170,"A","B","E","TD",2,0,0,"A",1
"3659","09/03/2017",1608,15472,"A","B","F","AW",2,0,1,"A",1
"3660","09/03/2017",11767,11970,"A","B","F","FF",2,0,5,"A",4
"3661","09/03/2017",1906,528,"A","B","E","FF",2,0,1,"A",1
"3662","09/03/2017",3108,2009,"A","B","F","TD",2,1,12,"A",3
"3663","09/03/2017",2686,1488,"A","B","F","AW",3,0,3,"A",1
"3664","14/03/2017",1173,6687,"A","C","E","AW",5,2,8,"A",2
"3665","09/03/2017",807,4333,"A","B","D","FF",4,0,1,"A",2
"3666","09/03/2017",416,1633,"A","B","E","AW",2,0,1,"A",1
"3667","09/03/2017",11702,11902,"A","B","E","TD",4,1,1,"A",2
"3668","14/03/2017",8389,8395,"A","C","E","DW",3,0,3,"A",1
"3669","09/03/2017",2898,1754,"A","B","F","AW",2,1,6,"A",3
"3670","14/03/2017",14325,14680,"A","B","E","CK",3,1,0,"A",1
"3671","09/03/2017",11305,11489,"A","B","E","AW",2,0,2,"A",2
"3672","09/03/2017",12695,12943,"A","B","D","OV",2,0,1,"A",1
"3673","09/03/2017",12828,13080,"A","B","F","FF",3,0,1,"A",1
"3674","09/03/2017",12143,12366,"A","B","E","CK",4,0,1,"A",1
"3675","09/03/2017",3686,2714,"A","B","F","AW",2,2,12,"A",3
"3676","09/03/2017",11480,11674,"A","B","E","FF",4,0,1,"A",1
"3677","09/03/2017",7166,6999,"A","B","D","AW",2,0,1,"A",2
"3678","14/03/2017",14205,14556,"A","B","E","FF",3,1,0,"A",1
"3679","09/03/2017",2979,1852,"A","B","F","FZ",3,1,6,"A",2
"3680","09/03/2017",601,2900,"A","C","D","FF",6,1,1,"A",1
"3681","09/03/2017",12680,12928,"A","B","E","AW",2,0,1,"A",1
"3682","09/03/2017",13304,13589,"A","B","D","AW",2,0,3,"A",3
"3683","09/03/2017",1450,14974,"A","B","G","CK",4,3,6,"A",5
"3684","09/03/2017",11964,12177,"A","B","F","FZ",2,1,2,"A",4
"3685","09/03/2017",11387,11576,"A","B","F","AW",3,0,1,"A",1
"3686","09/03/2017",2414,1158,"A","B","E","AW",2,2,5,"A",2
"3687","09/03/2017",10774,10944,"A","B","F","FR",3,1,4,"A",5
